Date,Time,Value,Parameter,mealMoment
32,61431,6.541817,EDA,1.0
32,61432,6.789173,EDA,1.0
32,61433,6.727654,EDA,1.0
32,61434,6.628968,EDA,1.0
32,61435,6.39571,EDA,1.0
32,61436,6.432878,EDA,1.0
32,61437,6.367514,EDA,1.0
32,61438,6.318811,EDA,1.0
32,61439,6.295742,EDA,1.0
32,61440,6.261137,EDA,1.0
32,61441,6.871198,EDA,1.0
32,61442,6.828308,EDA,1.0
32,61443,6.816773,EDA,1.0
32,61444,6.746283,EDA,1.0
32,61445,6.582233,EDA,1.0
32,61446,6.461759,EDA,1.0
32,61447,6.257293,EDA,1.0
32,61448,6.088116,EDA,1.0
32,61449,6.068892,EDA,1.0
32,61450,5.838196,EDA,1.0
32,61451,6.045053,EDA,1.0
32,61452,5.58751,EDA,1.0
32,61453,6.318042,EDA,1.0
32,61454,6.758414,EDA,1.0
32,61455,7.232025,EDA,1.0
32,61456,7.034652,EDA,1.0
32,61457,6.791141,EDA,1.0
32,61458,6.591205,EDA,1.0
32,61459,6.40793,EDA,1.0
32,61460,6.316248,EDA,1.0
32,61461,6.232942,EDA,1.0
32,61462,6.150917,EDA,1.0
32,61463,6.084271,EDA,1.0
32,61464,5.81769,EDA,1.0
32,61465,5.888692,EDA,1.0
32,61466,5.682348,EDA,1.0
32,61467,5.595197,EDA,1.0
32,61468,5.506764,EDA,1.0
32,61469,5.326471,EDA,1.0
32,61470,5.370047,EDA,1.0
32,61471,5.299557,EDA,1.0
32,61472,5.276487,EDA,1.0
32,61473,5.259826,EDA,1.0
32,61474,5.20856,EDA,1.0
32,61475,5.157295,EDA,1.0
32,61476,5.091931,EDA,1.0
32,61477,5.022722,EDA,1.0
32,61478,4.984273,EDA,1.0
32,61479,4.919775,EDA,1.0
32,61480,4.864665,EDA,1.0
32,61481,4.848003,EDA,1.0
32,61482,4.894143,EDA,1.0
32,61483,4.969759,EDA,1.0
32,61484,4.918494,EDA,1.0
32,61485,4.810836,EDA,1.0
32,61486,4.742909,EDA,1.0
32,61487,4.651913,EDA,1.0
32,61488,4.614745,EDA,1.0
32,61489,4.576296,EDA,1.0
32,61490,4.539128,EDA,1.0
32,61491,4.484018,EDA,1.0
32,61492,4.407589,EDA,1.0
32,61493,4.357605,EDA,1.0
32,61494,4.324282,EDA,1.0
32,61495,4.287115,EDA,1.0
32,61496,4.316593,EDA,1.0
32,61497,4.234568,EDA,1.0
32,61498,4.165359,EDA,1.0
32,61499,4.11153,EDA,1.0
32,61500,4.066673,EDA,1.0
32,61501,4.028224,EDA,1.0
32,61502,3.997464,EDA,1.0
32,61503,3.997006,EDA,1.0
32,61504,4.143113,EDA,1.0
32,61505,3.970091,EDA,1.0
32,61506,3.944458,EDA,1.0
32,61507,3.836801,EDA,1.0
32,61508,3.550995,EDA,1.0
32,61509,3.584318,EDA,1.0
32,61510,3.631738,EDA,1.0
32,61511,3.606106,EDA,1.0
32,61512,3.613796,EDA,1.0
32,61513,3.472815,EDA,1.0
32,61514,3.48435,EDA,1.0
32,61515,3.433084,EDA,1.0
32,61516,3.440171,EDA,1.0
32,61517,3.377371,EDA,1.0
32,61518,3.326105,EDA,1.0
32,61519,3.131296,EDA,1.0
32,61520,2.91598,EDA,1.0
32,61521,2.945272,EDA,1.0
32,61522,2.811982,EDA,1.0
32,61523,2.787631,EDA,1.0
32,61524,2.814545,EDA,1.0
32,61525,3.124702,EDA,1.0
32,61526,3.156743,EDA,1.0
32,61527,3.15418,EDA,1.0
32,61528,3.149053,EDA,1.0
32,61529,3.145208,EDA,1.0
32,61530,3.132392,EDA,1.0
32,61531,3.118294,EDA,1.0
32,61532,3.119575,EDA,1.0
32,61533,3.095224,EDA,1.0
32,61534,3.096506,EDA,1.0
32,61535,3.110604,EDA,1.0
32,61536,2.840178,EDA,1.0
32,61537,2.858121,EDA,1.0
32,61538,3.028579,EDA,1.0
32,61539,3.097787,EDA,1.0
32,61540,3.128547,EDA,1.0
32,61541,3.122139,EDA,1.0
32,61542,3.105477,EDA,1.0
32,61543,3.077281,EDA,1.0
32,61544,3.043958,EDA,1.0
32,61545,3.008073,EDA,1.0
32,61546,2.931174,EDA,1.0
32,61547,2.899133,EDA,1.0
32,61548,2.867092,EDA,1.0
32,61549,2.836333,EDA,1.0
32,61550,2.794039,EDA,1.0
32,61551,2.727393,EDA,1.0
32,61552,2.815827,EDA,1.0
32,61553,2.849149,EDA,1.0
32,61554,2.859402,EDA,1.0
32,61555,2.842741,EDA,1.0
32,61556,2.824798,EDA,1.0
32,61557,2.805573,EDA,1.0
32,61558,2.772251,EDA,1.0
32,61559,2.759434,EDA,1.0
32,61560,2.755589,EDA,1.0
32,61561,2.738928,EDA,1.0
32,61562,2.735083,EDA,1.0
32,61563,2.737647,EDA,1.0
32,61564,2.683818,EDA,1.0
32,61565,2.886317,EDA,1.0
32,61566,2.914513,EDA,1.0
32,61567,2.879909,EDA,1.0
32,61568,2.791476,EDA,1.0
32,61569,2.783786,EDA,1.0
32,61570,2.792757,EDA,1.0
32,61571,2.801728,EDA,1.0
32,61572,2.74021,EDA,1.0
32,61573,2.526572,EDA,1.0
32,61574,2.875178,EDA,1.0
32,61575,2.491968,EDA,1.0
32,61576,2.907219,EDA,1.0
32,61577,2.911064,EDA,1.0
32,61578,2.904656,EDA,1.0
32,61579,2.826476,EDA,1.0
32,61580,2.739324,EDA,1.0
32,61581,2.717536,EDA,1.0
32,61582,2.698312,EDA,1.0
32,61583,2.631667,EDA,1.0
32,61584,2.680369,EDA,1.0
32,61585,2.293314,EDA,1.0
32,61586,2.175403,EDA,1.0
32,61587,2.350987,EDA,1.0
32,61588,2.315102,EDA,1.0
32,61589,2.377902,EDA,1.0
32,61590,2.484278,EDA,1.0
32,61591,2.339453,EDA,1.0
32,61592,2.375339,EDA,1.0
32,61593,2.371494,EDA,1.0
32,61594,2.398408,EDA,1.0
32,61595,2.380465,EDA,1.0
32,61596,2.361241,EDA,1.0
32,61597,2.41507,EDA,1.0
32,61598,2.315102,EDA,1.0
32,61599,2.283061,EDA,1.0
32,61600,2.222824,EDA,1.0
32,61601,2.208725,EDA,1.0
32,61602,1.962651,EDA,1.0
32,61603,2.469073,EDA,1.0
32,61604,2.453519,EDA,1.0
32,61605,2.539389,EDA,1.0
32,61606,2.417633,EDA,1.0
32,61607,2.353551,EDA,1.0
32,61608,1.295091,EDA,1.0
32,61609,1.809028,EDA,1.0
32,61610,1.876955,EDA,1.0
32,61611,2.383203,EDA,1.0
32,61612,2.144644,EDA,1.0
32,61613,2.670116,EDA,1.0
32,61614,2.054929,EDA,1.0
32,61615,2.411399,EDA,1.0
32,61616,2.377902,EDA,1.0
32,61617,2.467791,EDA,1.0
32,61618,2.688059,EDA,1.0
32,61619,2.344183,EDA,1.0
32,61620,3.09562,EDA,1.0
32,61621,3.225951,EDA,1.0
32,61622,3.114449,EDA,1.0
32,61623,3.040113,EDA,1.0
32,61624,2.987566,EDA,1.0
32,61625,2.824798,EDA,1.0
32,61626,2.613328,EDA,1.0
32,61627,2.336493,EDA,1.0
32,61628,3.12342,EDA,1.0
32,61629,2.986285,EDA,1.0
32,61630,2.823516,EDA,1.0
32,61631,2.741492,EDA,1.0
32,61632,2.668438,EDA,1.0
32,61633,2.180529,EDA,1.0
32,61634,2.88415,EDA,1.0
32,61635,2.917076,EDA,1.0
32,61636,2.824798,EDA,1.0
32,61637,2.901696,EDA,1.0
32,61638,2.886317,EDA,1.0
32,61639,2.641524,EDA,1.0
32,61640,1.901132,EDA,1.0
32,61641,1.091111,EDA,1.0
32,61642,2.57673,EDA,1.0
32,61643,2.826476,EDA,1.0
32,61644,2.900415,EDA,1.0
32,61645,2.80301,EDA,1.0
32,61646,2.477474,EDA,1.0
32,61647,2.327918,EDA,1.0
32,61648,2.593217,EDA,1.0
32,61649,3.095224,EDA,1.0
32,61650,3.038832,EDA,1.0
32,61651,3.093942,EDA,1.0
32,61652,3.105477,EDA,1.0
32,61653,3.06831,EDA,1.0
32,61654,2.933738,EDA,1.0
32,61655,2.891443,EDA,1.0
32,61656,2.905541,EDA,1.0
32,61657,2.89657,EDA,1.0
32,61658,2.927329,EDA,1.0
32,61659,3.023452,EDA,1.0
32,61660,2.913231,EDA,1.0
32,61661,2.860684,EDA,1.0
32,61662,2.860684,EDA,1.0
32,61663,2.993974,EDA,1.0
32,61664,3.018326,EDA,1.0
32,61665,2.94399,EDA,1.0
32,61666,2.663311,EDA,1.0
32,61667,2.742773,EDA,1.0
32,61668,2.720985,EDA,1.0
32,61669,2.720985,EDA,1.0
32,61670,2.804292,EDA,1.0
32,61671,2.750463,EDA,1.0
32,61672,2.753026,EDA,1.0
32,61673,2.897851,EDA,1.0
32,61674,2.882472,EDA,1.0
32,61675,2.908105,EDA,1.0
32,61676,2.814545,EDA,1.0
32,61677,2.779941,EDA,1.0
32,61678,2.697916,EDA,1.0
32,61679,2.640242,EDA,1.0
32,61680,2.594103,EDA,1.0
32,61681,2.56078,EDA,1.0
32,61682,2.58385,EDA,1.0
32,61683,2.800447,EDA,1.0
32,61684,2.588976,EDA,1.0
32,61685,2.564625,EDA,1.0
32,61686,2.647932,EDA,1.0
32,61687,2.703042,EDA,1.0
32,61688,1.815262,EDA,1.0
32,61689,2.481715,EDA,1.0
32,61690,2.531873,EDA,1.0
32,61691,2.381747,EDA,1.0
32,61692,1.591149,EDA,1.0
32,61693,1.933148,EDA,1.0
32,61694,2.133283,EDA,1.0
32,61695,2.274089,EDA,1.0
32,61696,1.783196,EDA,1.0
32,61697,1.04369,EDA,1.0
32,61698,1.913948,EDA,1.0
32,61699,2.384485,EDA,1.0
32,61700,2.416351,EDA,1.0
32,61701,2.350987,EDA,1.0
32,61702,2.581683,EDA,1.0
32,61703,2.386873,EDA,1.0
32,61704,2.511193,EDA,1.0
32,61705,2.29844,EDA,1.0
32,61706,2.339453,EDA,1.0
32,61707,1.898743,EDA,1.0
32,61708,2.317839,EDA,1.0
32,61709,2.237096,EDA,1.0
32,61710,2.290925,EDA,1.0
32,61711,2.073046,EDA,1.0
32,61712,0.874414,EDA,1.0
32,61713,1.445043,EDA,1.0
32,61714,2.070283,EDA,1.0
32,61715,2.033315,EDA,1.0
32,61716,2.007483,EDA,1.0
32,61717,0.741124,EDA,1.0
32,61718,2.189675,EDA,1.0
32,61719,1.91136,EDA,1.0
32,61720,1.185952,EDA,1.0
32,61721,1.093674,EDA,1.0
32,61722,1.888291,EDA,1.0
32,61723,1.50508,EDA,1.0
32,61724,1.412802,EDA,1.0
32,61725,1.471758,EDA,1.0
32,61726,1.537321,EDA,1.0
32,61727,1.437153,EDA,1.0
32,61728,1.837025,EDA,1.0
32,61729,1.523023,EDA,1.0
32,61730,0.823248,EDA,1.0
32,61731,1.314017,EDA,1.0
32,61732,1.410239,EDA,1.0
32,61733,1.366663,EDA,1.0
32,61734,1.057788,EDA,1.0
32,61735,1.142277,EDA,1.0
32,61736,1.939556,EDA,1.0
32,61737,2.041005,EDA,1.0
32,61738,1.991021,EDA,1.0
32,61739,2.074328,EDA,1.0
32,61740,1.906433,EDA,1.0
32,61741,1.88849,EDA,1.0
32,61742,1.889772,EDA,1.0
32,61743,1.824408,EDA,1.0
32,61744,1.834661,EDA,1.0
32,61745,1.881882,EDA,1.0
32,61746,1.748592,EDA,1.0
32,61747,1.824208,EDA,1.0
32,61748,1.763971,EDA,1.0
32,61749,1.798576,EDA,1.0
32,61750,1.647342,EDA,1.0
32,61751,1.705016,EDA,1.0
32,61752,1.703734,EDA,1.0
32,61753,1.698608,EDA,1.0
32,61754,1.694763,EDA,1.0
32,61755,1.701171,EDA,1.0
32,61756,1.711424,EDA,1.0
32,61757,1.696045,EDA,1.0
32,61758,1.681947,EDA,1.0
32,61759,1.664004,EDA,1.0
32,61760,1.730649,EDA,1.0
32,61761,1.755,EDA,1.0
32,61762,1.69989,EDA,1.0
32,61763,1.667848,EDA,1.0
32,61764,1.671693,EDA,1.0
32,61765,1.693481,EDA,1.0
32,61766,1.643497,EDA,1.0
32,61767,1.622991,EDA,1.0
32,61768,1.616583,EDA,1.0
32,61769,1.612738,EDA,1.0
32,61770,1.57557,EDA,1.0
32,61771,1.735775,EDA,1.0
32,61772,1.526868,EDA,1.0
32,61773,1.803702,EDA,1.0
32,61774,1.665285,EDA,1.0
32,61775,1.719114,EDA,1.0
32,61776,1.652469,EDA,1.0
32,61777,1.569162,EDA,1.0
32,61778,1.587105,EDA,1.0
32,61779,1.724241,EDA,1.0
32,61780,1.635808,EDA,1.0
32,61781,1.728086,EDA,1.0
32,61782,1.544811,EDA,1.0
32,61783,1.091111,EDA,1.0
32,61784,0.956439,EDA,1.0
32,61785,1.080758,EDA,1.0
32,61786,1.062815,EDA,1.0
32,61787,0.976946,EDA,1.0
32,61788,0.939778,EDA,1.0
32,61789,1.297356,EDA,1.0
32,61790,1.658877,EDA,1.0
32,61791,1.597358,EDA,1.0
32,61792,1.656314,EDA,1.0
32,61793,1.672975,EDA,1.0
32,61794,1.538403,EDA,1.0
32,61795,1.478166,EDA,1.0
32,61796,1.596077,EDA,1.0
32,61797,1.651187,EDA,1.0
32,61798,1.547374,EDA,1.0
32,61799,1.448688,EDA,1.0
32,61800,1.44997,EDA,1.0
32,61801,1.502517,EDA,1.0
32,61802,1.503799,EDA,1.0
32,61803,1.508925,EDA,1.0
32,61804,1.506362,EDA,1.0
32,61805,1.433308,EDA,1.0
32,61806,1.478166,EDA,1.0
32,61807,1.256442,EDA,1.0
32,61808,1.139813,EDA,1.0
32,61809,1.43459,EDA,1.0
32,61810,1.506362,EDA,1.0
32,61811,1.384606,EDA,1.0
32,61812,1.403831,EDA,1.0
32,61813,1.433308,EDA,1.0
32,61814,1.466631,EDA,1.0
32,61815,1.453815,EDA,1.0
32,61816,1.587105,EDA,1.0
32,61817,1.546093,EDA,1.0
32,61818,1.420492,EDA,1.0
32,61819,1.399986,EDA,1.0
32,61820,1.357692,EDA,1.0
32,61821,1.374353,EDA,1.0
32,61822,1.399986,EDA,1.0
32,61823,1.351284,EDA,1.0
32,61824,1.334622,EDA,1.0
32,61825,1.326932,EDA,1.0
32,61826,1.315398,EDA,1.0
32,61827,1.193642,EDA,1.0
32,61828,1.334622,EDA,1.0
32,61829,1.288483,EDA,1.0
32,61830,1.391014,EDA,1.0
32,61831,1.300018,EDA,1.0
32,61832,1.212866,EDA,1.0
32,61833,0.577074,EDA,1.0
32,61834,1.217894,EDA,1.0
32,61835,1.220457,EDA,1.0
32,61836,1.247372,EDA,1.0
32,61837,1.229429,EDA,1.0
32,61838,1.206359,EDA,1.0
32,61839,1.215331,EDA,1.0
32,61840,1.211486,EDA,1.0
32,61841,1.237118,EDA,1.0
32,61842,1.210204,EDA,1.0
32,61843,1.179445,EDA,1.0
32,61844,0.9103,EDA,1.0
32,61845,1.044873,EDA,1.0
32,61846,0.848782,EDA,1.0
32,61847,0.884668,EDA,1.0
32,61848,1.349903,EDA,1.0
32,61849,1.371691,EDA,1.0
32,61850,1.207641,EDA,1.0
32,61851,1.185853,EDA,1.0
32,61852,1.269159,EDA,1.0
32,61853,1.426801,EDA,1.0
32,61854,1.211486,EDA,1.0
32,61855,1.128179,EDA,1.0
32,61856,1.190979,EDA,1.0
32,61857,1.208922,EDA,1.0
32,61858,1.203796,EDA,1.0
32,61859,1.233274,EDA,1.0
32,61860,1.23071,EDA,1.0
32,61861,1.292229,EDA,1.0
32,61862,1.273004,EDA,1.0
32,61863,1.14484,EDA,1.0
32,61864,0.709083,EDA,1.0
32,61865,0.810332,EDA,1.0
32,61866,0.791108,EDA,1.0
32,61867,0.856471,EDA,1.0
32,61868,0.92568,EDA,1.0
32,61869,1.101265,EDA,1.0
32,61870,1.060252,EDA,1.0
32,61871,1.093575,EDA,1.0
32,61872,1.126897,EDA,1.0
32,61873,1.155094,EDA,1.0
32,61874,1.116644,EDA,1.0
32,61875,1.16022,EDA,1.0
32,61876,1.215331,EDA,1.0
32,61877,1.120489,EDA,1.0
32,61878,1.076913,EDA,1.0
32,61879,1.062815,EDA,1.0
32,61880,1.067942,EDA,1.0
32,61881,1.111518,EDA,1.0
32,61882,1.180726,EDA,1.0
32,61883,1.123052,EDA,1.0
32,61884,1.110236,EDA,1.0
32,61885,1.049999,EDA,1.0
32,61886,1.093575,EDA,1.0
32,61887,1.092293,EDA,1.0
32,61888,1.061534,EDA,1.0
32,61889,1.020521,EDA,1.0
32,61890,1.016676,EDA,1.0
32,61891,1.021803,EDA,1.0
32,61892,1.010268,EDA,1.0
32,61893,0.992325,EDA,1.0
32,61894,1.053844,EDA,1.0
32,61895,1.065379,EDA,1.0
32,61896,1.061534,EDA,1.0
32,61897,1.055126,EDA,1.0
32,61898,1.062815,EDA,1.0
32,61899,1.057689,EDA,1.0
32,61900,1.071787,EDA,1.0
32,61901,1.084603,EDA,1.0
32,61902,1.062815,EDA,1.0
32,61903,1.060252,EDA,1.0
32,61904,1.044873,EDA,1.0
32,61905,1.055126,EDA,1.0
32,61906,1.016676,EDA,1.0
32,61907,1.026929,EDA,1.0
32,61908,0.93337,EDA,1.0
32,61909,0.785981,EDA,1.0
32,61910,0.814177,EDA,1.0
32,61911,0.819304,EDA,1.0
32,61912,0.844937,EDA,1.0
32,61913,1.026929,EDA,1.0
32,61914,0.974382,EDA,1.0
32,61915,0.9103,EDA,1.0
32,61916,0.760348,EDA,1.0
32,61917,0.770602,EDA,1.0
32,61918,0.971819,EDA,1.0
32,61919,1.016676,EDA,1.0
32,61920,0.970537,EDA,1.0
32,61921,0.883386,EDA,1.0
32,61922,1.014113,EDA,1.0
32,61923,0.943623,EDA,1.0
32,61924,0.960284,EDA,1.0
32,61925,0.938496,EDA,1.0
32,61926,0.909019,EDA,1.0
32,61927,0.946186,EDA,1.0
32,61928,0.926962,EDA,1.0
32,61929,0.887231,EDA,1.0
32,61930,0.884668,EDA,1.0
32,61931,0.893639,EDA,1.0
32,61932,0.871851,EDA,1.0
32,61933,0.842373,EDA,1.0
32,61934,0.841092,EDA,1.0
32,61935,0.846218,EDA,1.0
32,61936,0.878259,EDA,1.0
32,61937,0.914145,EDA,1.0
32,61938,0.937215,EDA,1.0
32,61939,0.932088,EDA,1.0
32,61940,0.930807,EDA,1.0
32,61941,0.935933,EDA,1.0
32,61942,0.938496,EDA,1.0
32,61943,0.939778,EDA,1.0
32,61944,0.937215,EDA,1.0
32,61945,0.889794,EDA,1.0
32,61946,0.921835,EDA,1.0
32,61947,0.853908,EDA,1.0
32,61948,0.821867,EDA,1.0
32,61949,0.8475,EDA,1.0
32,61950,0.846218,EDA,1.0
32,61951,0.835965,EDA,1.0
32,61952,0.850063,EDA,1.0
32,61953,0.848782,EDA,1.0
32,61954,0.816741,EDA,1.0
32,61955,0.810332,EDA,1.0
32,61956,0.815459,EDA,1.0
32,61957,0.826994,EDA,1.0
32,61958,0.789826,EDA,1.0
32,61959,0.775728,EDA,1.0
32,61960,0.7847,EDA,1.0
32,61961,0.782136,EDA,1.0
32,61962,0.703956,EDA,1.0
32,61963,0.734716,EDA,1.0
32,61964,0.783418,EDA,1.0
32,61965,0.778291,EDA,1.0
32,61966,0.775728,EDA,1.0
32,61967,0.773165,EDA,1.0
32,61968,0.775728,EDA,1.0
32,61969,0.766757,EDA,1.0
32,61970,0.774446,EDA,1.0
32,61971,0.765475,EDA,1.0
32,61972,0.756504,EDA,1.0
32,61973,0.755222,EDA,1.0
32,61974,0.741124,EDA,1.0
32,61975,0.743687,EDA,1.0
32,61976,0.742406,EDA,1.0
32,61977,0.743687,EDA,1.0
32,61978,0.741124,EDA,1.0
32,61979,0.737279,EDA,1.0
32,61980,0.712928,EDA,1.0
32,61981,0.759067,EDA,1.0
32,61982,0.768038,EDA,1.0
32,61983,0.735997,EDA,1.0
32,61984,0.689858,EDA,1.0
32,61985,0.692422,EDA,1.0
32,61986,0.741124,EDA,1.0
32,61987,0.744969,EDA,1.0
32,61988,0.75394,EDA,1.0
32,61989,0.748814,EDA,1.0
32,61990,0.742406,EDA,1.0
32,61991,0.729589,EDA,1.0
32,61992,0.723181,EDA,1.0
32,61993,0.742406,EDA,1.0
32,61994,0.733434,EDA,1.0
32,61995,0.75394,EDA,1.0
32,61996,0.756504,EDA,1.0
32,61997,0.760348,EDA,1.0
32,61998,0.707801,EDA,1.0
32,61999,0.69883,EDA,1.0
32,62000,0.723181,EDA,1.0
32,62001,0.739842,EDA,1.0
32,62002,0.665507,EDA,1.0
32,62003,0.652691,EDA,1.0
32,62004,0.524527,EDA,1.0
32,62005,0.452755,EDA,1.0
32,62006,0.505233,EDA,1.0
32,62007,0.555217,EDA,1.0
32,62008,0.571878,EDA,1.0
32,62009,0.652622,EDA,1.0
32,62010,0.694916,EDA,1.0
32,62011,0.697479,EDA,1.0
32,62012,0.719267,EDA,1.0
32,62013,0.723112,EDA,1.0
32,62014,0.767969,EDA,1.0
32,62015,0.726957,EDA,1.0
32,62016,0.723112,EDA,1.0
32,62017,0.753871,EDA,1.0
32,62018,0.771814,EDA,1.0
32,62019,0.680818,EDA,1.0
32,62020,0.726957,EDA,1.0
32,62021,0.71414,EDA,1.0
32,62022,0.694916,EDA,1.0
32,62023,0.676973,EDA,1.0
32,62024,0.648777,EDA,1.0
32,62025,0.689789,EDA,1.0
32,62026,0.761561,EDA,1.0
32,62027,0.685944,EDA,1.0
32,62028,0.698761,EDA,1.0
32,62029,0.687226,EDA,1.0
32,62030,0.685944,EDA,1.0
32,62031,0.683381,EDA,1.0
32,62032,0.65903,EDA,1.0
32,62033,0.647495,EDA,1.0
32,62034,0.683381,EDA,1.0
32,62035,0.65903,EDA,1.0
32,62036,0.642368,EDA,1.0
32,62037,0.750026,EDA,1.0
32,62038,0.732083,EDA,1.0
32,62039,0.70645,EDA,1.0
32,62040,0.66672,EDA,1.0
32,62041,0.709014,EDA,1.0
32,62042,0.71414,EDA,1.0
32,62043,0.717985,EDA,1.0
32,62044,0.684663,EDA,1.0
32,62045,0.661593,EDA,1.0
32,62046,0.684663,EDA,1.0
32,62047,0.70645,EDA,1.0
32,62048,0.348873,EDA,1.0
32,62049,0.694916,EDA,1.0
32,62050,0.701324,EDA,1.0
32,62051,0.675691,EDA,1.0
32,62052,0.668001,EDA,1.0
32,62053,0.662875,EDA,1.0
32,62054,0.665438,EDA,1.0
32,62055,0.662875,EDA,1.0
32,62056,0.647495,EDA,1.0
32,62057,0.650058,EDA,1.0
32,62058,0.648777,EDA,1.0
32,62059,0.653903,EDA,1.0
32,62060,0.650058,EDA,1.0
32,62061,0.647495,EDA,1.0
32,62062,0.620581,EDA,1.0
32,62063,0.618017,EDA,1.0
32,62064,0.618017,EDA,1.0
32,62065,0.619299,EDA,1.0
32,62066,0.618017,EDA,1.0
32,62067,0.615454,EDA,1.0
32,62068,0.623144,EDA,1.0
32,62069,0.625707,EDA,1.0
32,62070,0.629552,EDA,1.0
32,62071,0.653903,EDA,1.0
32,62072,0.65134,EDA,1.0
32,62073,0.653903,EDA,1.0
32,62074,0.596229,EDA,1.0
32,62075,0.598793,EDA,1.0
32,62076,0.619299,EDA,1.0
32,62077,0.514205,EDA,1.0
32,62078,0.620581,EDA,1.0
32,62079,0.612891,EDA,1.0
32,62080,0.589821,EDA,1.0
32,62081,0.571878,EDA,1.0
32,62082,0.593666,EDA,1.0
32,62083,0.583413,EDA,1.0
32,62084,0.575723,EDA,1.0
32,62085,0.609046,EDA,1.0
32,62086,0.64365,EDA,1.0
32,62087,0.610327,EDA,1.0
32,62088,0.610327,EDA,1.0
32,62089,0.589821,EDA,1.0
32,62090,0.585976,EDA,1.0
32,62091,0.587258,EDA,1.0
32,62092,0.582131,EDA,1.0
32,62093,0.55778,EDA,1.0
32,62094,0.542401,EDA,1.0
32,62095,0.501388,EDA,1.0
32,62096,0.529584,EDA,1.0
32,62097,0.4796,EDA,1.0
32,62098,0.446278,EDA,1.0
32,62099,0.506515,EDA,1.0
32,62100,0.700042,EDA,1.0
32,62101,0.560344,EDA,1.0
32,62102,0.527021,EDA,1.0
32,62103,0.529584,EDA,1.0
32,62104,0.521894,EDA,1.0
32,62105,0.453967,EDA,1.0
32,62106,0.491135,EDA,1.0
32,62107,0.519331,EDA,1.0
32,62108,0.50267,EDA,1.0
32,62109,0.519331,EDA,1.0
32,62110,0.48729,EDA,1.0
32,62111,0.496262,EDA,1.0
32,62112,0.546246,EDA,1.0
32,62113,0.498825,EDA,1.0
32,62114,0.507796,EDA,1.0
32,62115,0.525739,EDA,1.0
32,62116,0.484727,EDA,1.0
32,62117,0.482164,EDA,1.0
32,62118,0.482164,EDA,1.0
32,62119,0.484727,EDA,1.0
32,62120,0.357844,EDA,1.0
32,62121,0.392449,EDA,1.0
32,62122,0.371943,EDA,1.0
32,62123,0.34631,EDA,1.0
32,62124,0.327085,EDA,1.0
32,62125,0.382196,EDA,1.0
32,62126,0.457812,EDA,1.0
32,62127,0.486008,EDA,1.0
32,62128,0.43218,EDA,1.0
32,62129,0.469347,EDA,1.0
32,62130,0.451404,EDA,1.0
32,62131,0.474474,EDA,1.0
32,62132,0.457812,EDA,1.0
32,62133,0.403984,EDA,1.0
32,62134,0.348873,EDA,1.0
32,62135,0.383477,EDA,1.0
32,62136,0.444996,EDA,1.0
32,62137,0.468066,EDA,1.0
32,62138,0.453967,EDA,1.0
32,62139,0.439869,EDA,1.0
32,62140,0.452686,EDA,1.0
32,62141,0.42449,EDA,1.0
32,62142,0.427053,EDA,1.0
32,62143,0.427053,EDA,1.0
32,62144,0.466784,EDA,1.0
32,62145,0.469347,EDA,1.0
32,62146,0.446278,EDA,1.0
32,62147,0.47191,EDA,1.0
32,62148,0.488572,EDA,1.0
32,62149,0.500107,EDA,1.0
32,62150,0.501388,EDA,1.0
32,62151,0.480882,EDA,1.0
32,62152,0.461657,EDA,1.0
32,62153,0.42449,EDA,1.0
32,62154,0.427053,EDA,1.0
32,62155,0.325803,EDA,1.0
32,62156,0.309142,EDA,1.0
32,62157,0.298889,EDA,1.0
32,62158,0.292481,EDA,1.0
32,62159,0.361689,EDA,1.0
32,62160,0.40911,EDA,1.0
32,62161,0.39373,EDA,1.0
32,62162,0.320677,EDA,1.0
32,62163,0.320677,EDA,1.0
32,62164,0.392449,EDA,1.0
32,62165,0.406547,EDA,1.0
32,62166,0.392449,EDA,1.0
32,62167,0.410392,EDA,1.0
32,62168,0.398857,EDA,1.0
32,62169,0.40911,EDA,1.0
32,62170,0.410392,EDA,1.0
32,62171,0.400139,EDA,1.0
32,62172,0.405265,EDA,1.0
32,62173,0.383477,EDA,1.0
32,62174,0.389885,EDA,1.0
32,62175,0.0,EDA,1.0
32,62176,0.392182,EDA,1.0
32,62177,0.102531,EDA,1.0
32,62178,0.571611,EDA,1.0
32,62179,0.371676,EDA,1.0
32,62180,0.533162,EDA,1.0
32,62181,0.543415,EDA,1.0
32,62182,0.534444,EDA,1.0
32,62183,0.580583,EDA,1.0
32,62184,0.557513,EDA,1.0
32,62185,0.544697,EDA,1.0
32,62186,0.49984,EDA,1.0
32,62187,0.454982,EDA,1.0
32,62188,0.442166,EDA,1.0
32,62189,0.448574,EDA,1.0
32,62190,0.534444,EDA,1.0
32,62191,0.525472,EDA,1.0
32,62192,0.533162,EDA,1.0
32,62193,0.534444,EDA,1.0
32,62194,0.437039,EDA,1.0
32,62195,0.525472,EDA,1.0
32,62196,0.519064,EDA,1.0
32,62197,0.519064,EDA,1.0
32,62198,0.524191,EDA,1.0
32,62199,0.519064,EDA,1.0
32,62200,0.522909,EDA,1.0
32,62201,0.520346,EDA,1.0
32,62202,0.537007,EDA,1.0
32,62203,0.542134,EDA,1.0
32,62204,0.544697,EDA,1.0
32,62205,0.534444,EDA,1.0
32,62206,0.528036,EDA,1.0
